ticket_id,account_id,created_date,pred_category,pred_severity,sentiment,theme
TK109216,ACC103033,2026-06-26,API/Integration,Low,0.1531,"schedule, report times, generation"
TK107410,ACC102439,2026-05-22,Reconciliation,High,0.5106,"morning, recon job, flagged"
TK111286,ACC103720,2026-06-02,Performance,High,0.7227,"schedule, report times, generation"
TK111142,ACC103672,2026-04-22,Reporting,High,-0.1779,"schedule, report times, generation"
TK101723,ACC100555,2026-07-01,Access/Permissions,Critical,-0.2023,"morning, recon job, flagged"
TK106347,ACC102060,2026-06-02,API/Integration,High,-0.2023,"overnight batch, batch, overnight"
TK106692,ACC102175,2026-06-03,API/Integration,Medium,-0.2023,"webhook events, keys, rotated"
TK110780,ACC103549,2026-05-27,UI/Usability,Low,-0.6124,"schedule, report times, generation"
TK108677,ACC102863,2026-07-13,Reconciliation,High,-0.1779,"morning, recon job, flagged"
TK110783,ACC103550,2026-06-01,Reconciliation,Medium,0.3612,"don match, match, don"
TK104693,ACC101539,2026-05-28,Reconciliation,Critical,0.6597,"don match, match, don"
TK111730,ACC103859,2026-06-26,Access/Permissions,Critical,-0.2263,"morning, recon job, flagged"
TK112300,ACC104046,2026-07-09,Access/Permissions,Critical,0.1779,"morning, recon job, flagged"
TK114646,ACC104835,2026-07-02,Data Accuracy,Critical,-0.5994,"corporate action, corporate, wrong corporate"
TK113991,ACC104605,2026-06-30,Data Accuracy,Critical,-0.2023,"morning, recon job, flagged"
TK100376,ACC100115,2026-06-14,API/Integration,Medium,0.6192,"schedule, report times, generation"
TK112591,ACC104137,2026-06-22,UI/Usability,Low,0.0258,"schedule, report times, generation"
TK109840,ACC103241,2026-06-30,API/Integration,High,-0.1779,"schedule, report times, generation"
TK100704,ACC100225,2026-04-21,Billing,High,0.128,"schedule, report times, generation"
TK111882,ACC103904,2026-05-13,Billing,Medium,0.503,"morning, recon job, flagged"
TK108077,ACC102677,2026-05-31,Onboarding,Low,0.6908,"don match, match, don"
TK111623,ACC103824,2026-04-28,Reconciliation,Medium,0.3612,"moderate impact, moderate, like fixed"
TK106434,ACC102091,2026-04-17,Settlement,High,-0.3182,"failed, settle, pending"
TK102816,ACC100920,2026-04-19,Access/Permissions,Medium,-0.0762,"morning, recon job, flagged"
TK110399,ACC103427,2026-06-10,UI/Usability,Low,0.0534,"schedule, report times, generation"
TK104708,ACC101545,2026-06-26,Billing,High,0.8126,"morning, recon job, flagged"
TK105563,ACC101807,2026-06-28,Data Accuracy,Low,0.128,"morning, recon job, flagged"
TK101450,ACC100469,2026-05-12,Access/Permissions,Critical,0.2263,"morning, recon job, flagged"
TK107877,ACC102596,2026-05-17,Onboarding,Low,0.1531,"don match, match, don"
TK107484,ACC102465,2026-04-28,Onboarding,Low,0.3612,"schedule, report times, generation"
TK114101,ACC104641,2026-04-26,Reconciliation,Medium,0.0,"morning, recon job, flagged"
TK109801,ACC103229,2026-05-07,Reconciliation,Critical,0.34,"don match, match, don"
TK112038,ACC103963,2026-05-07,Onboarding,Low,0.7227,"schedule, report times, generation"
TK112718,ACC104179,2026-05-26,Settlement,High,-0.4912,"moderate impact, moderate, like fixed"
TK102818,ACC100921,2026-05-22,UI/Usability,Medium,0.3612,"moderate impact, moderate, like fixed"
TK111289,ACC103721,2026-05-18,Data Accuracy,Critical,0.1779,"morning, recon job, flagged"
TK114276,ACC104702,2026-06-24,Reporting,Low,0.128,"exported, exported report, figures"
TK105069,ACC101657,2026-05-10,Performance,Critical,-0.34,"corporate action, corporate, wrong corporate"
TK114569,ACC104806,2026-06-12,Settlement,Critical,-0.7269,"failed, settle, pending"
TK104194,ACC101380,2026-05-11,Reporting,High,0.0,"exported, exported report, figures"
TK104301,ACC101416,2026-06-16,Settlement,Critical,-0.5574,"failed, settle, pending"
TK113565,ACC104471,2026-05-27,Settlement,Critical,-0.765,"failed, settle, pending"
TK101634,ACC100527,2026-05-11,API/Integration,Medium,-0.6705,"webhook events, keys, rotated"
TK104830,ACC101584,2026-05-08,Settlement,High,-0.7184,"failed, settle, pending"
TK104024,ACC101318,2026-05-11,Performance,Low,0.1531,"seconds load, takes 30, load market"
TK101430,ACC100462,2026-04-28,Reporting,High,-0.1779,"exported, exported report, figures"
TK105100,ACC101664,2026-05-03,Reporting,Medium,0.0,"exported, exported report, figures"
TK109367,ACC103088,2026-06-21,Settlement,Medium,-0.4657,"moderate impact, moderate, like fixed"
TK106808,ACC102214,2026-07-04,Settlement,Critical,-0.4912,"moderate impact, moderate, like fixed"
TK105001,ACC101637,2026-06-27,Performance,High,0.0,"schedule, report times, generation"
TK102935,ACC100963,2026-06-25,Reconciliation,High,-0.0772,"morning, recon job, flagged"
TK114150,ACC104657,2026-04-24,Billing,Critical,0.6597,"morning, recon job, flagged"
TK107699,ACC102535,2026-05-22,API/Integration,High,-0.0258,"schedule, report times, generation"
TK110664,ACC103510,2026-05-31,Reconciliation,Critical,-0.2023,"don match, match, don"
TK108818,ACC102914,2026-05-01,Reconciliation,Low,0.4019,"morning, recon job, flagged"
TK100033,ACC100012,2026-06-18,Access/Permissions,Critical,-0.5994,"morning, recon job, flagged"
TK105431,ACC101767,2026-06-22,Settlement,High,-0.5972,"moderate impact, moderate, like fixed"
TK111160,ACC103679,2026-06-30,Onboarding,Medium,-0.1154,"schedule, report times, generation"
TK104058,ACC101328,2026-05-08,Onboarding,Medium,-0.2013,"don match, match, don"
TK113589,ACC104478,2026-05-07,Settlement,High,-0.1531,"window yesterday, cutoff, window"
TK109751,ACC103214,2026-06-04,Settlement,High,-0.7184,"failed, settle, pending"
TK114834,ACC104896,2026-07-04,API/Integration,Critical,-0.1027,"webhook events, keys, rotated"
TK103492,ACC101142,2026-05-13,Settlement,Medium,0.5119,"moderate impact, moderate, like fixed"
TK105489,ACC101782,2026-05-22,Reporting,High,-0.1779,"exported, exported report, figures"
TK109393,ACC103097,2026-05-25,Data Accuracy,Medium,0.503,"morning, recon job, flagged"
TK101297,ACC100417,2026-06-08,Reconciliation,Medium,-0.0762,"morning, recon job, flagged"
TK105421,ACC101763,2026-06-18,Billing,Low,0.8126,"morning, recon job, flagged"
TK112698,ACC104174,2026-06-20,Reconciliation,Critical,-0.3182,"don match, match, don"
TK111326,ACC103730,2026-06-05,Reporting,Medium,0.0,"exported, exported report, figures"
TK112190,ACC104008,2026-06-24,Billing,Low,-0.296,"morning, recon job, flagged"
TK100908,ACC100284,2026-05-24,Reconciliation,Medium,0.7096,"morning, recon job, flagged"
TK110434,ACC103439,2026-04-21,Access/Permissions,High,0.049,"morning, recon job, flagged"
TK115091,ACC104980,2026-06-19,Reconciliation,High,0.3182,"morning, recon job, flagged"
TK114649,ACC104836,2026-04-29,Settlement,High,-0.7269,"failed, settle, pending"
TK111218,ACC103694,2026-06-16,Reconciliation,High,0.3182,"don match, match, don"
TK106875,ACC102240,2026-06-06,Reconciliation,High,-0.1779,"morning, recon job, flagged"
TK105794,ACC101872,2026-05-09,Performance,High,0.5574,"seconds load, takes 30, load market"
TK105584,ACC101813,2026-04-30,Reporting,Medium,0.6315,"missing, missing columns, columns"
TK111974,ACC103940,2026-06-13,API/Integration,Critical,-0.3818,"webhook events, keys, rotated"
TK107628,ACC102514,2026-05-14,Access/Permissions,High,-0.2023,"morning, recon job, flagged"
TK104861,ACC101593,2026-05-08,Billing,High,0.3291,"morning, recon job, flagged"
TK100111,ACC100031,2026-07-10,Reconciliation,Low,0.3818,"don match, match, don"
TK105821,ACC101881,2026-05-09,API/Integration,High,-0.1779,"schedule, report times, generation"
TK101701,ACC100548,2026-06-25,Settlement,High,-0.128,"failed, settle, pending"
TK101783,ACC100575,2026-06-21,Reporting,High,0.0258,"missing, missing columns, columns"
TK104843,ACC101588,2026-05-06,Access/Permissions,Critical,0.509,"morning, recon job, flagged"
TK105514,ACC101791,2026-04-17,API/Integration,Low,-0.5719,"overnight batch, batch, overnight"
TK113315,ACC104389,2026-06-11,Performance,Critical,0.1779,"schedule, report times, generation"
TK100978,ACC100311,2026-06-07,Data Accuracy,Medium,-0.1027,"corporate action, corporate, wrong corporate"
TK102861,ACC100936,2026-06-30,Reporting,High,-0.4404,"missing, missing columns, columns"
TK106224,ACC102022,2026-05-30,API/Integration,Critical,-0.128,"schedule, report times, generation"
TK111892,ACC103907,2026-06-22,Onboarding,Low,0.4588,"schedule, report times, generation"
TK114395,ACC104744,2026-04-29,Reporting,High,0.296,"missing, missing columns, columns"
TK109834,ACC103238,2026-05-17,Reporting,Low,0.4588,"schedule, report times, generation"
TK107959,ACC102630,2026-05-25,UI/Usability,Low,-0.6124,"schedule, report times, generation"
TK104455,ACC101466,2026-05-04,Reconciliation,Medium,0.0,"don match, match, don"
TK106145,ACC101991,2026-06-17,Settlement,Critical,-0.5574,"failed, settle, pending"
TK107924,ACC102618,2026-06-03,Data Accuracy,Critical,-0.4767,"corporate action, corporate, wrong corporate"
TK106590,ACC102140,2026-05-30,Performance,Critical,-0.3182,"schedule, report times, generation"
TK109482,ACC103127,2026-05-28,Reporting,High,0.7184,"schedule, report times, generation"
TK101408,ACC100456,2026-06-19,API/Integration,Low,-0.34,"overnight batch, batch, overnight"
TK114005,ACC104609,2026-06-18,Reconciliation,Medium,0.7351,"moderate impact, moderate, like fixed"
TK109360,ACC103084,2026-07-06,Settlement,High,-0.5106,"failed, settle, pending"
TK113480,ACC104444,2026-05-28,Reconciliation,Critical,-0.3182,"don match, match, don"
TK105553,ACC101805,2026-05-19,Settlement,Critical,-0.5837,"moderate impact, moderate, like fixed"
TK103233,ACC101059,2026-05-16,Reporting,Medium,0.0,"exported, exported report, figures"
TK103710,ACC101215,2026-07-02,Access/Permissions,Critical,-0.5267,"morning, recon job, flagged"
TK108426,ACC102785,2026-06-09,API/Integration,High,-0.34,"schedule, report times, generation"
TK103344,ACC101092,2026-04-23,Reconciliation,Critical,-0.2732,"morning, recon job, flagged"
TK114219,ACC104685,2026-04-27,Onboarding,Low,-0.0772,"schedule, report times, generation"
TK112484,ACC104100,2026-05-26,Reconciliation,Critical,-0.2023,"don match, match, don"
TK112248,ACC104029,2026-06-07,Data Accuracy,High,0.3182,"don match, match, don"
TK106417,ACC102083,2026-06-11,Performance,Medium,0.3927,"seconds load, takes 30, load market"
TK113188,ACC104346,2026-05-15,API/Integration,Critical,-0.2263,"overnight batch, batch, overnight"
TK113019,ACC104288,2026-04-27,UI/Usability,Medium,0.3612,"moderate impact, moderate, like fixed"
TK100396,ACC100124,2026-06-11,Performance,Medium,0.0,"seconds load, takes 30, load market"
TK102909,ACC100957,2026-05-08,API/Integration,Critical,0.1531,"schedule, report times, generation"
TK107884,ACC102599,2026-07-03,Settlement,High,-0.0258,"corporate action, corporate, wrong corporate"
TK105474,ACC101779,2026-06-07,Data Accuracy,High,0.1531,"morning, recon job, flagged"
TK111431,ACC103758,2026-07-01,Reconciliation,Critical,-0.3182,"morning, recon job, flagged"
TK110113,ACC103325,2026-05-24,API/Integration,Critical,-0.6808,"webhook events, keys, rotated"
TK112306,ACC104046,2026-07-06,Performance,High,-0.5574,"schedule, report times, generation"
TK107748,ACC102551,2026-04-17,Reconciliation,Critical,0.5267,"don match, match, don"
TK101599,ACC100516,2026-05-04,Onboarding,Low,0.6433,"don match, match, don"
TK107070,ACC102302,2026-06-11,Data Accuracy,Critical,0.0,"morning, recon job, flagged"
TK104978,ACC101628,2026-06-18,API/Integration,High,-0.1027,"schedule, report times, generation"
TK100817,ACC100253,2026-07-12,Settlement,Critical,-0.6229,"moderate impact, moderate, like fixed"
TK105186,ACC101694,2026-07-14,API/Integration,Critical,0.0,"schedule, report times, generation"
TK104889,ACC101603,2026-04-29,Billing,High,0.5423,"schedule, report times, generation"
TK109754,ACC103214,2026-06-25,Reporting,Medium,0.5719,"don match, match, don"
TK113638,ACC104493,2026-06-25,Onboarding,Medium,-0.296,"schedule, report times, generation"
TK104081,ACC101337,2026-06-15,Onboarding,Low,0.6808,"schedule, report times, generation"
TK108057,ACC102668,2026-06-19,Reconciliation,High,0.4215,"morning, recon job, flagged"
TK104667,ACC101531,2026-05-23,Billing,Medium,0.0227,"schedule, report times, generation"
TK108239,ACC102726,2026-06-19,Billing,Medium,0.0227,"schedule, report times, generation"
TK113074,ACC104308,2026-06-11,API/Integration,High,-0.5106,"webhook events, keys, rotated"
TK104721,ACC101550,2026-07-04,Access/Permissions,High,0.4019,"morning, recon job, flagged"
TK105425,ACC101765,2026-05-20,API/Integration,Medium,0.0258,"moderate impact, moderate, like fixed"
TK110441,ACC103442,2026-07-03,Onboarding,High,0.5267,"schedule, report times, generation"
TK110910,ACC103594,2026-06-15,API/Integration,Medium,-0.3498,"webhook events, keys, rotated"
TK110889,ACC103585,2026-07-02,Access/Permissions,High,0.67,"morning, recon job, flagged"
TK100611,ACC100193,2026-07-03,API/Integration,Critical,0.1531,"schedule, report times, generation"
TK101512,ACC100491,2026-07-13,API/Integration,Medium,0.6192,"schedule, report times, generation"
TK110463,ACC103450,2026-04-28,Settlement,High,-0.4588,"failed, settle, pending"
TK106545,ACC102127,2026-05-22,Reporting,Medium,0.0258,"schedule, report times, generation"
TK105899,ACC101904,2026-05-04,UI/Usability,Low,-0.6249,"schedule, report times, generation"
TK109381,ACC103094,2026-07-07,Data Accuracy,High,-0.4767,"corporate action, corporate, wrong corporate"
TK110743,ACC103537,2026-07-10,Settlement,Critical,-0.4404,"window yesterday, cutoff, window"
TK114688,ACC104850,2026-07-15,Reporting,Medium,-0.2254,"missing, missing columns, columns"
TK102405,ACC100776,2026-06-07,Data Accuracy,High,0.4497,"morning, recon job, flagged"
TK103679,ACC101204,2026-06-01,Settlement,Low,-0.5972,"moderate impact, moderate, like fixed"
TK105225,ACC101707,2026-05-23,Access/Permissions,Critical,-0.4234,"morning, recon job, flagged"
TK114955,ACC104938,2026-05-26,Onboarding,Low,0.0516,"schedule, report times, generation"
TK105512,ACC101791,2026-05-26,Reporting,High,0.0,"exported, exported report, figures"
TK105350,ACC101745,2026-04-24,UI/Usability,Low,-0.0772,"schedule, report times, generation"
TK100763,ACC100241,2026-07-15,Reconciliation,Critical,-0.2732,"morning, recon job, flagged"
TK112240,ACC104026,2026-06-05,Reporting,Medium,-0.0762,"exported, exported report, figures"
TK111461,ACC103768,2026-05-05,Onboarding,Medium,0.3612,"moderate impact, moderate, like fixed"
TK113998,ACC104607,2026-07-11,API/Integration,High,-0.3818,"overnight batch, batch, overnight"
TK111351,ACC103735,2026-06-13,Settlement,High,-0.4588,"failed, settle, pending"
TK110786,ACC103551,2026-07-14,Performance,Low,0.3612,"schedule, report times, generation"
TK102351,ACC100763,2026-07-01,Data Accuracy,Medium,-0.0762,"morning, recon job, flagged"
TK108938,ACC102950,2026-05-30,Billing,Low,0.5842,"schedule, report times, generation"
TK112735,ACC104186,2026-05-15,Data Accuracy,High,-0.1779,"don match, match, don"
TK112213,ACC104017,2026-06-22,Onboarding,Medium,-0.1891,"schedule, report times, generation"
TK101621,ACC100522,2026-07-01,Access/Permissions,High,-0.0772,"morning, recon job, flagged"
TK113781,ACC104541,2026-06-05,Performance,High,0.0,"schedule, report times, generation"
TK108600,ACC102837,2026-04-19,UI/Usability,Medium,0.1531,"moderate impact, moderate, like fixed"
TK114067,ACC104628,2026-07-13,Settlement,Critical,-0.6486,"failed, settle, pending"
TK110725,ACC103530,2026-05-20,Onboarding,Low,-0.2263,"don match, match, don"
TK115075,ACC104975,2026-06-18,Performance,High,0.0,"seconds load, takes 30, load market"
TK103283,ACC101074,2026-06-01,Billing,High,0.5719,"morning, recon job, flagged"
TK103288,ACC101075,2026-04-17,Billing,High,-0.3612,"schedule, report times, generation"
TK105848,ACC101889,2026-06-19,Performance,Medium,0.7351,"seconds load, takes 30, load market"
TK107075,ACC102303,2026-06-09,API/Integration,High,0.0772,"schedule, report times, generation"
TK113391,ACC104414,2026-06-16,API/Integration,Critical,0.25,"overnight batch, batch, overnight"
TK104629,ACC101519,2026-06-04,API/Integration,Medium,0.0258,"moderate impact, moderate, like fixed"
TK109224,ACC103035,2026-04-17,UI/Usability,Medium,-0.1027,"moderate impact, moderate, like fixed"
TK114260,ACC104697,2026-06-28,API/Integration,Medium,0.4404,"webhook events, keys, rotated"
TK105707,ACC101850,2026-05-09,Settlement,High,-0.3818,"failed, settle, pending"
TK104953,ACC101622,2026-05-10,Reconciliation,High,0.25,"morning, recon job, flagged"
TK109573,ACC103156,2026-05-30,Data Accuracy,Medium,-0.1531,"corporate action, corporate, wrong corporate"
TK112818,ACC104216,2026-07-02,Reporting,High,0.5574,"schedule, report times, generation"
TK111853,ACC103895,2026-06-25,Reporting,Low,0.6908,"schedule, report times, generation"
TK111863,ACC103897,2026-05-06,Billing,Medium,0.7684,"moderate impact, moderate, like fixed"
TK114570,ACC104806,2026-06-03,UI/Usability,Low,-0.296,"morning, recon job, flagged"
TK104074,ACC101335,2026-06-29,API/Integration,Low,-0.6705,"webhook events, keys, rotated"
TK100653,ACC100208,2026-06-15,Settlement,Medium,-0.2254,"window yesterday, cutoff, window"
TK103467,ACC101134,2026-05-06,Onboarding,Medium,-0.128,"don match, match, don"
TK108678,ACC102864,2026-06-06,Access/Permissions,Critical,-0.296,"morning, recon job, flagged"
TK114854,ACC104903,2026-07-14,API/Integration,High,-0.25,"overnight batch, batch, overnight"
TK115107,ACC104984,2026-06-03,Reporting,High,-0.1779,"schedule, report times, generation"
TK112648,ACC104156,2026-06-16,Onboarding,Low,0.25,"don match, match, don"
TK104679,ACC101535,2026-06-24,Access/Permissions,High,-0.1779,"morning, recon job, flagged"
TK103299,ACC101077,2026-05-30,Access/Permissions,Medium,0.6065,"morning, recon job, flagged"
TK102760,ACC100898,2026-07-03,API/Integration,Critical,-0.4939,"schedule, report times, generation"
TK109931,ACC103270,2026-06-25,Settlement,Critical,0.0516,"window yesterday, cutoff, window"
TK113864,ACC104568,2026-04-19,API/Integration,Medium,0.34,"moderate impact, moderate, like fixed"
TK100479,ACC100151,2026-06-21,API/Integration,Medium,-0.2846,"webhook events, keys, rotated"
TK103484,ACC101140,2026-06-22,Access/Permissions,Critical,-0.3182,"morning, recon job, flagged"
TK114278,ACC104702,2026-05-03,Performance,High,0.5719,"schedule, report times, generation"
TK111376,ACC103740,2026-05-21,Access/Permissions,Critical,0.1779,"morning, recon job, flagged"
TK100103,ACC100029,2026-06-10,Reconciliation,High,0.5574,"don match, match, don"
TK101157,ACC100370,2026-05-06,Reporting,Medium,0.6652,"missing, missing columns, columns"
TK109712,ACC103200,2026-06-20,Access/Permissions,Critical,0.1027,"morning, recon job, flagged"
TK101383,ACC100444,2026-04-22,Data Accuracy,Critical,-0.3182,"don match, match, don"
TK111455,ACC103766,2026-05-31,API/Integration,High,-0.5106,"overnight batch, batch, overnight"
TK106081,ACC101968,2026-04-25,Billing,Medium,0.7684,"moderate impact, moderate, like fixed"
TK110501,ACC103466,2026-05-05,Data Accuracy,Low,0.0516,"morning, recon job, flagged"
TK107559,ACC102489,2026-05-04,Performance,Medium,-0.0762,"seconds load, takes 30, load market"
TK104643,ACC101524,2026-06-16,Settlement,High,-0.3182,"failed, settle, pending"
TK109551,ACC103148,2026-05-01,Data Accuracy,High,-0.1027,"corporate action, corporate, wrong corporate"
TK100647,ACC100205,2026-06-13,Settlement,Critical,-0.128,"window yesterday, cutoff, window"
TK111528,ACC103794,2026-05-06,Settlement,High,-0.6688,"moderate impact, moderate, like fixed"
TK113819,ACC104552,2026-05-24,Reconciliation,Medium,0.296,"moderate impact, moderate, like fixed"
TK105123,ACC101673,2026-05-22,UI/Usability,Medium,0.0276,"moderate impact, moderate, like fixed"
TK102900,ACC100954,2026-05-20,Settlement,High,-0.5106,"failed, settle, pending"
TK101457,ACC100471,2026-05-27,Reconciliation,Critical,0.1027,"morning, recon job, flagged"
TK115001,ACC104951,2026-06-19,Performance,High,0.4588,"seconds load, takes 30, load market"
TK108607,ACC102839,2026-05-23,UI/Usability,Low,-0.5563,"schedule, report times, generation"
TK114299,ACC104710,2026-06-18,Reconciliation,High,0.4019,"don match, match, don"
TK113463,ACC104438,2026-04-21,Reporting,High,0.128,"missing, missing columns, columns"
TK110159,ACC103339,2026-06-23,Performance,Medium,0.3612,"moderate impact, moderate, like fixed"
TK108979,ACC102961,2026-06-16,Performance,Critical,0.0,"seconds load, takes 30, load market"
TK100883,ACC100277,2026-07-09,Onboarding,Medium,0.4125,"don match, match, don"
TK107187,ACC102344,2026-06-18,Settlement,High,0.1321,"moderate impact, moderate, like fixed"
TK100543,ACC100171,2026-05-05,Reconciliation,Critical,0.1779,"don match, match, don"
TK104695,ACC101540,2026-04-18,Settlement,High,0.0258,"window yesterday, cutoff, window"
TK103646,ACC101193,2026-06-01,Reporting,Critical,0.1531,"schedule, report times, generation"
TK107630,ACC102515,2026-07-05,Onboarding,High,0.6124,"don match, match, don"
TK104965,ACC101625,2026-04-28,UI/Usability,Low,0.3612,"morning, recon job, flagged"
TK105152,ACC101682,2026-07-01,Reconciliation,High,0.7184,"don match, match, don"
TK109050,ACC102984,2026-05-21,Billing,Medium,0.5499,"morning, recon job, flagged"
TK114758,ACC104871,2026-05-11,Settlement,Critical,-0.3182,"failed, settle, pending"
TK111851,ACC103895,2026-04-26,Onboarding,Low,0.128,"don match, match, don"
TK100741,ACC100237,2026-05-17,API/Integration,Medium,0.431,"schedule, report times, generation"
TK111546,ACC103799,2026-05-25,Settlement,Critical,-0.555,"moderate impact, moderate, like fixed"
TK105477,ACC101779,2026-06-12,Settlement,High,-0.4184,"moderate impact, moderate, like fixed"
TK108279,ACC102739,2026-06-28,UI/Usability,Medium,0.5499,"morning, recon job, flagged"
TK103623,ACC101185,2026-04-19,Settlement,High,-0.4559,"moderate impact, moderate, like fixed"
TK102144,ACC100697,2026-05-26,Billing,Medium,0.7684,"moderate impact, moderate, like fixed"
TK101880,ACC100607,2026-06-03,Access/Permissions,High,0.3182,"morning, recon job, flagged"
TK111231,ACC103700,2026-04-22,Performance,Medium,-0.6597,"schedule, report times, generation"
TK103852,ACC101264,2026-06-01,Settlement,Critical,-0.7269,"failed, settle, pending"
TK114425,ACC104754,2026-06-03,UI/Usability,Low,-0.3063,"schedule, report times, generation"
TK100333,ACC100103,2026-06-08,Settlement,High,0.3818,"window yesterday, cutoff, window"
TK107731,ACC102545,2026-05-21,Settlement,Critical,-0.4404,"window yesterday, cutoff, window"
TK111001,ACC103623,2026-06-12,Access/Permissions,High,0.1002,"moderate impact, moderate, like fixed"
TK102286,ACC100742,2026-05-13,API/Integration,High,-0.0258,"schedule, report times, generation"
TK109952,ACC103276,2026-04-27,Access/Permissions,Low,-0.4956,"morning, recon job, flagged"
TK100714,ACC100229,2026-06-28,Reconciliation,Critical,0.0,"don match, match, don"
TK109862,ACC103249,2026-04-27,Reporting,Medium,0.7351,"exported, exported report, figures"
TK113044,ACC104299,2026-06-24,Reconciliation,Critical,0.25,"morning, recon job, flagged"
TK105830,ACC101884,2026-05-09,Reconciliation,Medium,-0.0762,"don match, match, don"
TK104046,ACC101324,2026-05-28,Reconciliation,Critical,-0.1779,"don match, match, don"
TK109035,ACC102978,2026-05-04,Reconciliation,Medium,0.4774,"morning, recon job, flagged"
TK110880,ACC103583,2026-04-29,Onboarding,Medium,-0.296,"schedule, report times, generation"
TK108327,ACC102754,2026-06-27,Access/Permissions,Critical,-0.4423,"morning, recon job, flagged"
TK113153,ACC104334,2026-04-20,Settlement,High,0.5859,"window yesterday, cutoff, window"
TK105022,ACC101643,2026-07-07,Reconciliation,Critical,0.1027,"morning, recon job, flagged"
TK113388,ACC104413,2026-06-06,Settlement,High,-0.7339,"moderate impact, moderate, like fixed"
TK114779,ACC104880,2026-04-18,Performance,High,-0.1779,"schedule, report times, generation"
TK105117,ACC101671,2026-07-07,Access/Permissions,Critical,-0.296,"morning, recon job, flagged"
TK100839,ACC100262,2026-07-10,Data Accuracy,Critical,0.1531,"morning, recon job, flagged"
TK112778,ACC104201,2026-05-21,Settlement,High,-0.4588,"failed, settle, pending"
TK110796,ACC103553,2026-06-13,Reporting,Medium,0.6369,"exported, exported report, figures"
TK105034,ACC101649,2026-07-11,Settlement,High,-0.4404,"window yesterday, cutoff, window"
TK105805,ACC101875,2026-05-05,Reporting,Low,-0.0762,"schedule, report times, generation"
TK112100,ACC103980,2026-06-28,API/Integration,High,0.4019,"overnight batch, batch, overnight"
TK105849,ACC101889,2026-05-12,Onboarding,High,-0.4019,"don match, match, don"
TK105612,ACC101820,2026-07-13,Reconciliation,Critical,0.0516,"morning, recon job, flagged"
TK113185,ACC104346,2026-07-13,API/Integration,Medium,-0.2023,"webhook events, keys, rotated"
TK105375,ACC101751,2026-05-11,API/Integration,Medium,0.4215,"moderate impact, moderate, like fixed"
TK114801,ACC104884,2026-06-08,Access/Permissions,Low,0.2153,"morning, recon job, flagged"
TK100744,ACC100237,2026-05-18,Reconciliation,Critical,-0.3818,"morning, recon job, flagged"
TK101965,ACC100634,2026-06-03,Reconciliation,High,-0.25,"morning, recon job, flagged"
TK109575,ACC103158,2026-05-13,Access/Permissions,Medium,0.0,"morning, recon job, flagged"
TK106853,ACC102230,2026-07-07,Onboarding,Low,0.4125,"don match, match, don"
TK101142,ACC100361,2026-04-17,API/Integration,Medium,0.5994,"webhook events, keys, rotated"
TK102676,ACC100867,2026-06-26,Performance,High,0.6486,"schedule, report times, generation"
TK112436,ACC104083,2026-06-30,Settlement,Medium,-0.4657,"moderate impact, moderate, like fixed"
TK101206,ACC100388,2026-07-15,Reporting,High,0.0258,"schedule, report times, generation"
TK102585,ACC100835,2026-05-17,Access/Permissions,Critical,0.2263,"morning, recon job, flagged"
TK114338,ACC104725,2026-05-17,API/Integration,High,0.1531,"schedule, report times, generation"
TK114700,ACC104852,2026-06-26,API/Integration,High,0.296,"overnight batch, batch, overnight"
TK114535,ACC104797,2026-07-01,Reporting,Critical,-0.2023,"schedule, report times, generation"
TK110633,ACC103501,2026-06-23,Reporting,Low,0.0516,"schedule, report times, generation"
TK102974,ACC100975,2026-04-22,Onboarding,Low,0.2732,"schedule, report times, generation"
TK108863,ACC102925,2026-04-21,Billing,Low,0.6486,"morning, recon job, flagged"
TK100530,ACC100168,2026-05-03,Reporting,Medium,0.7227,"exported, exported report, figures"
TK103501,ACC101145,2026-05-03,Data Accuracy,High,0.4019,"don match, match, don"
TK111931,ACC103923,2026-06-17,Reporting,Medium,0.0,"schedule, report times, generation"
TK103508,ACC101148,2026-07-01,Reporting,Low,-0.2732,"schedule, report times, generation"
TK111675,ACC103839,2026-05-05,Performance,Critical,-0.765,"schedule, report times, generation"
TK105657,ACC101834,2026-04-17,API/Integration,Medium,0.34,"webhook events, keys, rotated"
TK110388,ACC103423,2026-05-11,UI/Usability,Medium,-0.2382,"schedule, report times, generation"
TK110771,ACC103547,2026-06-04,Billing,Medium,-0.0467,"schedule, report times, generation"
TK113701,ACC104512,2026-07-11,API/Integration,Critical,0.0772,"webhook events, keys, rotated"
TK106935,ACC102258,2026-07-06,Data Accuracy,Critical,-0.3182,"morning, recon job, flagged"
TK106827,ACC102220,2026-04-22,Access/Permissions,Critical,-0.3182,"morning, recon job, flagged"
TK114283,ACC104703,2026-06-18,Settlement,High,-0.7269,"failed, settle, pending"
TK105905,ACC101905,2026-05-28,Settlement,High,-0.4588,"window yesterday, cutoff, window"
TK113678,ACC104506,2026-05-07,Settlement,High,-0.296,"window yesterday, cutoff, window"
TK112970,ACC104270,2026-05-15,Reporting,Medium,0.6315,"missing, missing columns, columns"
TK102412,ACC100778,2026-06-26,Access/Permissions,Medium,-0.1419,"morning, recon job, flagged"
TK108715,ACC102877,2026-07-07,Settlement,High,-0.4588,"failed, settle, pending"
TK103691,ACC101209,2026-05-06,Billing,Medium,0.9136,"moderate impact, moderate, like fixed"
