ticket_id,account_id,created_date,raw_text,true_category,true_severity
TK107421,ACC102444,2026-07-07,This month's invoice double-charged us for seats we removed. No rush on this one. Second time reporting this.,Billing,Low
TK107422,ACC102444,2026-04-29,Query performance has degraded badly this week. It's affecting multiple users right now.,Performance,High
TK107423,ACC102444,2026-06-30,"Settlement instruction was rejected with no clear reason. Moderate impact, we'd like this fixed soon. Second time reporting this.",Settlement,Medium
TK107424,ACC102446,2026-07-10,We were charged for overages we don't understand. Not urgent but it keeps recurring. Happy to jump on a call.,Billing,Medium
TK107425,ACC102446,2026-05-12,The REST API rate limit is blocking our overnight batch sync. This is seriously impacting our desk today. This is impacting our team.,API/Integration,High
TK107426,ACC102446,2026-06-22,"The daily P&L export is missing columns since the last release. Moderate impact, we'd like this fixed soon. This is impacting our team.",Reporting,Medium
TK107427,ACC102446,2026-06-18,"Exported report totals don't tie out to the dashboard figures. Moderate impact, we'd like this fixed soon. This is impacting our team.",Reporting,Medium
TK107428,ACC102446,2026-07-12,"Exported report totals don't tie out to the dashboard figures. Moderate impact, we'd like this fixed soon. This is impacting our team.",Reporting,Medium
TK107429,ACC102447,2026-04-19,"Recon job flagged 18 unmatched trades again this morning. High priority, please escalate.",Reconciliation,High
TK107430,ACC102447,2026-05-15,Latency spikes make the blotter unusable at peak hours. This is seriously impacting our desk today. Second time reporting this.,Performance,High
TK107431,ACC102448,2026-06-05,We were charged for overages we don't understand. It's affecting multiple users right now. Any update would help.,Billing,High
TK107432,ACC102448,2026-07-09,"Onboarding docs don't match the current UI, we're stuck at SSO setup. It's affecting multiple users right now.",Onboarding,High
TK107433,ACC102449,2026-04-19,"We were charged for overages we don't understand. Minor issue, low priority. Happy to jump on a call.",Billing,Low
TK107434,ACC102449,2026-06-18,The REST API rate limit is blocking our overnight batch sync. Not urgent but it keeps recurring.,API/Integration,Medium
TK107435,ACC102449,2026-05-14,Our API integration returns 500 errors on the positions endpoint. This is seriously impacting our desk today.,API/Integration,High
TK107436,ACC102449,2026-06-15,Billing shows Enterprise tier but we're on Growth. No rush on this one. Happy to jump on a call.,Billing,Low
TK107437,ACC102449,2026-07-02,"Data migration during onboarding dropped several historical trades. Moderate impact, we'd like this fixed soon. This is impacting our team.",Onboarding,Medium
TK107438,ACC102450,2026-05-30,"We were charged for overages we don't understand. Moderate impact, we'd like this fixed soon.",Billing,Medium
TK107439,ACC102451,2026-06-24,The daily P&L export is missing columns since the last release. Disrupting our workflow but we have a workaround.,Reporting,Medium
TK107440,ACC102451,2026-07-03,"Filters reset every time we change tabs, it's frustrating. Just a nice-to-have improvement. Please advise urgently.",UI/Usability,Low
TK107441,ACC102451,2026-05-30,Trade TRD44957 failed to settle and is stuck in pending status. Production is down for us — critical impact. This is impacting our team.,Settlement,Critical
TK107442,ACC102452,2026-06-27,Settlement instruction was rejected with no clear reason. Disrupting our workflow but we have a workaround. Please advise urgently.,Settlement,Medium
TK107443,ACC102452,2026-04-26,"The REST API rate limit is blocking our overnight batch sync. Minor issue, low priority. Any update would help.",API/Integration,Low
TK107444,ACC102452,2026-06-01,Webhook events stopped firing after we rotated our API keys. This is seriously impacting our desk today.,API/Integration,High
TK107445,ACC102453,2026-07-13,"Can't schedule the regulatory report — it times out on generation. High priority, please escalate. Happy to jump on a call.",Reporting,High
TK107446,ACC102454,2026-05-15,Position quantities are wrong after the corporate action. This is seriously impacting our desk today. This is impacting our team.,Data Accuracy,High
TK107447,ACC102455,2026-05-24,"Filters reset every time we change tabs, it's frustrating. Disrupting our workflow but we have a workaround. Please advise urgently.",UI/Usability,Medium
TK107448,ACC102455,2026-06-19,This month's invoice double-charged us for seats we removed. Disrupting our workflow but we have a workaround.,Billing,Medium
TK107449,ACC102456,2026-07-01,"Webhook events stopped firing after we rotated our API keys. High priority, please escalate. This is impacting our team.",API/Integration,High
TK107450,ACC102456,2026-05-14,End-of-day balances don't match after recon — we're off by $383k. It's affecting multiple users right now. Any update would help.,Reconciliation,High
TK107451,ACC102456,2026-06-20,Several settlements missed the cutoff window yesterday. It's affecting multiple users right now.,Settlement,High
TK107452,ACC102456,2026-07-13,"Billing shows Enterprise tier but we're on Growth. High priority, please escalate. Second time reporting this.",Billing,High
TK107453,ACC102456,2026-05-17,"Several settlements missed the cutoff window yesterday. Moderate impact, we'd like this fixed soon. This is impacting our team.",Settlement,Medium
TK107454,ACC102456,2026-06-19,Pricing feed shows stale marks for several instruments. Not urgent but it keeps recurring.,Data Accuracy,Medium
TK107455,ACC102457,2026-06-13,Settlement instruction was rejected with no clear reason. This is seriously impacting our desk today.,Settlement,High
TK107456,ACC102457,2026-04-21,Webhook events stopped firing after we rotated our API keys. Disrupting our workflow but we have a workaround. Any update would help.,API/Integration,Medium
TK107457,ACC102458,2026-05-17,We were charged for overages we don't understand. No rush on this one.,Billing,Low
TK107458,ACC102458,2026-07-10,Recon job flagged 15 unmatched trades again this morning. This is seriously impacting our desk today. Happy to jump on a call.,Reconciliation,High
TK107459,ACC102458,2026-06-10,Dark mode makes several fields unreadable. Not urgent but it keeps recurring. This is impacting our team.,UI/Usability,Medium
TK107460,ACC102458,2026-04-19,Exported report totals don't tie out to the dashboard figures. Not urgent but it keeps recurring.,Reporting,Medium
TK107461,ACC102459,2026-05-25,End-of-day balances don't match after recon — we're off by $604k. This is blocking all trading and needs an urgent fix. Second time reporting this.,Reconciliation,Critical
TK107462,ACC102459,2026-06-13,"The daily P&L export is missing columns since the last release. Moderate impact, we'd like this fixed soon. Please advise urgently.",Reporting,Medium
TK107463,ACC102459,2026-04-28,Query performance has degraded badly this week. Not urgent but it keeps recurring. Happy to jump on a call.,Performance,Medium
TK107464,ACC102460,2026-04-19,FX rates in the app don't match our custodian's rates. Disrupting our workflow but we have a workaround.,Data Accuracy,Medium
TK107465,ACC102461,2026-05-31,Trade TRD98147 failed to settle and is stuck in pending status. We cannot operate until this is resolved. Please advise urgently.,Settlement,Critical
TK107466,ACC102462,2026-06-10,Exported report totals don't tie out to the dashboard figures. Just a nice-to-have improvement. This is impacting our team.,Reporting,Low
TK107467,ACC102462,2026-05-10,End-of-day balances don't match after recon — we're off by $235k. This is seriously impacting our desk today. Second time reporting this.,Reconciliation,High
TK107468,ACC102462,2026-06-17,"Data migration during onboarding dropped several historical trades. Moderate impact, we'd like this fixed soon. Any update would help.",Onboarding,Medium
TK107469,ACC102462,2026-05-21,Billing shows Enterprise tier but we're on Growth. Not urgent but it keeps recurring.,Billing,Medium
TK107470,ACC102462,2026-04-20,Admin role can't grant entitlements after the latest update. It's affecting multiple users right now. Please advise urgently.,Access/Permissions,High
TK107471,ACC102462,2026-05-06,Admin role can't grant entitlements after the latest update. It's affecting multiple users right now.,Access/Permissions,High
TK107472,ACC102462,2026-04-25,New user setup is confusing — we can't complete account configuration. This is blocking all trading and needs an urgent fix. This is impacting our team.,Onboarding,Critical
TK107473,ACC102463,2026-05-13,"We were charged for overages we don't understand. Minor issue, low priority.",Billing,Low
TK107474,ACC102463,2026-05-05,Billing shows Enterprise tier but we're on Growth. Not urgent but it keeps recurring. Please advise urgently.,Billing,Medium
TK107475,ACC102464,2026-05-18,"Latency spikes make the blotter unusable at peak hours. Moderate impact, we'd like this fixed soon.",Performance,Medium
TK107476,ACC102464,2026-07-02,"The dashboard takes over 30 seconds to load during market open. Minor issue, low priority. Second time reporting this.",Performance,Low
TK107477,ACC102464,2026-05-23,Several settlements missed the cutoff window yesterday. This is blocking all trading and needs an urgent fix.,Settlement,Critical
TK107478,ACC102464,2026-06-10,Can't schedule the regulatory report — it times out on generation. Production is down for us — critical impact.,Reporting,Critical
TK107479,ACC102464,2026-07-10,"MFA lockout is blocking half our desk this morning. Moderate impact, we'd like this fixed soon. Happy to jump on a call.",Access/Permissions,Medium
TK107480,ACC102464,2026-06-20,Dark mode makes several fields unreadable. Just a nice-to-have improvement. Please advise urgently.,UI/Usability,Low
TK107481,ACC102465,2026-04-30,The daily P&L export is missing columns since the last release. Disrupting our workflow but we have a workaround.,Reporting,Medium
TK107482,ACC102465,2026-05-05,"A user can see accounts they shouldn't have permission to view. Moderate impact, we'd like this fixed soon. This is impacting our team.",Access/Permissions,Medium
TK107483,ACC102465,2026-05-29,"Webhook events stopped firing after we rotated our API keys. Moderate impact, we'd like this fixed soon.",API/Integration,Medium
TK107484,ACC102465,2026-04-28,Data migration during onboarding dropped several historical trades. No rush on this one. Happy to jump on a call.,Onboarding,Low
TK107485,ACC102466,2026-07-03,The REST API rate limit is blocking our overnight batch sync. Not urgent but it keeps recurring.,API/Integration,Medium
TK107486,ACC102466,2026-06-29,New user setup is confusing — we can't complete account configuration. Not urgent but it keeps recurring. Any update would help.,Onboarding,Medium
TK107487,ACC102466,2026-05-03,This month's invoice double-charged us for seats we removed. No rush on this one.,Billing,Low
TK107488,ACC102466,2026-05-27,Recon job flagged 16 unmatched trades again this morning. Not urgent but it keeps recurring. This is impacting our team.,Reconciliation,Medium
TK107489,ACC102466,2026-06-02,This month's invoice double-charged us for seats we removed. We cannot operate until this is resolved. Please advise urgently.,Billing,Critical
TK107490,ACC102466,2026-06-14,Can't schedule the regulatory report — it times out on generation. No rush on this one.,Reporting,Low
TK107491,ACC102466,2026-06-25,Pricing feed shows stale marks for several instruments. This is blocking all trading and needs an urgent fix. Happy to jump on a call.,Data Accuracy,Critical
TK107492,ACC102466,2026-07-01,"End-of-day balances don't match after recon — we're off by $78k. High priority, please escalate. Second time reporting this.",Reconciliation,High
TK107493,ACC102467,2026-07-02,A user can see accounts they shouldn't have permission to view. This is seriously impacting our desk today.,Access/Permissions,High
TK107494,ACC102467,2026-05-21,Trade TRD66030 failed to settle and is stuck in pending status. Production is down for us — critical impact.,Settlement,Critical
TK107495,ACC102467,2026-05-06,Several settlements missed the cutoff window yesterday. This is seriously impacting our desk today.,Settlement,High
TK107496,ACC102467,2026-06-16,Trade TRD90132 failed to settle and is stuck in pending status. This is blocking all trading and needs an urgent fix.,Settlement,Critical
TK107497,ACC102467,2026-06-17,Webhook events stopped firing after we rotated our API keys. This is seriously impacting our desk today. Second time reporting this.,API/Integration,High
TK107498,ACC102468,2026-07-13,FX rates in the app don't match our custodian's rates. This is blocking all trading and needs an urgent fix.,Data Accuracy,Critical
TK107499,ACC102469,2026-05-31,Trade TRD98665 failed to settle and is stuck in pending status. We cannot operate until this is resolved.,Settlement,Critical
TK107500,ACC102470,2026-05-04,Can't schedule the regulatory report — it times out on generation. It's affecting multiple users right now.,Reporting,High
TK107501,ACC102470,2026-06-07,Several settlements missed the cutoff window yesterday. We cannot operate until this is resolved. Any update would help.,Settlement,Critical
TK107502,ACC102470,2026-05-18,End-of-day balances don't match after recon — we're off by $403k. It's affecting multiple users right now.,Reconciliation,High
TK107503,ACC102470,2026-07-06,New user setup is confusing — we can't complete account configuration. This is blocking all trading and needs an urgent fix. Please advise urgently.,Onboarding,Critical
TK107504,ACC102470,2026-05-13,Admin role can't grant entitlements after the latest update. We cannot operate until this is resolved.,Access/Permissions,Critical
TK107505,ACC102470,2026-05-05,The dashboard takes over 30 seconds to load during market open. This is seriously impacting our desk today. This is impacting our team.,Performance,High
TK107506,ACC102470,2026-06-17,Exported report totals don't tie out to the dashboard figures. We cannot operate until this is resolved.,Reporting,Critical
TK107507,ACC102470,2026-07-15,Position quantities are wrong after the corporate action. It's affecting multiple users right now. Any update would help.,Data Accuracy,High
TK107508,ACC102471,2026-05-04,Our API integration returns 500 errors on the positions endpoint. Not urgent but it keeps recurring. Any update would help.,API/Integration,Medium
TK107509,ACC102471,2026-05-10,"Recon job flagged 3 unmatched trades again this morning. Moderate impact, we'd like this fixed soon. Happy to jump on a call.",Reconciliation,Medium
TK107510,ACC102472,2026-05-05,Data migration during onboarding dropped several historical trades. Not urgent but it keeps recurring. Please advise urgently.,Onboarding,Medium
TK107511,ACC102473,2026-07-08,Position quantities are wrong after the corporate action. Disrupting our workflow but we have a workaround. Second time reporting this.,Data Accuracy,Medium
TK107512,ACC102473,2026-05-28,Exported report totals don't tie out to the dashboard figures. No rush on this one. Any update would help.,Reporting,Low
TK107513,ACC102473,2026-05-16,New user setup is confusing — we can't complete account configuration. This is seriously impacting our desk today.,Onboarding,High
TK107514,ACC102473,2026-04-19,Webhook events stopped firing after we rotated our API keys. Not urgent but it keeps recurring. Please advise urgently.,API/Integration,Medium
TK107515,ACC102474,2026-04-17,Exported report totals don't tie out to the dashboard figures. This is seriously impacting our desk today. This is impacting our team.,Reporting,High
TK107516,ACC102474,2026-05-20,Query performance has degraded badly this week. This is seriously impacting our desk today. Please advise urgently.,Performance,High
TK107517,ACC102474,2026-05-17,We were charged for overages we don't understand. Just a nice-to-have improvement. Any update would help.,Billing,Low
TK107518,ACC102476,2026-05-11,Trade TRD20784 failed to settle and is stuck in pending status. This is seriously impacting our desk today.,Settlement,High
TK107519,ACC102476,2026-06-11,"Pricing feed shows stale marks for several instruments. High priority, please escalate.",Data Accuracy,High
TK107520,ACC102477,2026-06-05,"Admin role can't grant entitlements after the latest update. Moderate impact, we'd like this fixed soon. Any update would help.",Access/Permissions,Medium
TK107521,ACC102477,2026-04-28,"Onboarding docs don't match the current UI, we're stuck at SSO setup. Moderate impact, we'd like this fixed soon. Happy to jump on a call.",Onboarding,Medium
TK107522,ACC102478,2026-04-18,Several settlements missed the cutoff window yesterday. This is blocking all trading and needs an urgent fix.,Settlement,Critical
TK107523,ACC102478,2026-06-07,Dark mode makes several fields unreadable. Production is down for us — critical impact. Any update would help.,UI/Usability,Critical
TK107524,ACC102478,2026-07-12,Can't schedule the regulatory report — it times out on generation. This is seriously impacting our desk today. Any update would help.,Reporting,High
TK107525,ACC102479,2026-04-29,"Onboarding docs don't match the current UI, we're stuck at SSO setup. Moderate impact, we'd like this fixed soon.",Onboarding,Medium
TK107526,ACC102479,2026-07-07,The dashboard takes over 30 seconds to load during market open. Just a nice-to-have improvement.,Performance,Low
TK107527,ACC102480,2026-04-17,"Recon job flagged 17 unmatched trades again this morning. High priority, please escalate. Any update would help.",Reconciliation,High
TK107528,ACC102480,2026-05-24,"Webhook events stopped firing after we rotated our API keys. High priority, please escalate.",API/Integration,High
TK107529,ACC102480,2026-05-29,"Recon job flagged 2 unmatched trades again this morning. Moderate impact, we'd like this fixed soon. Second time reporting this.",Reconciliation,Medium
TK107530,ACC102481,2026-04-27,"Can't schedule the regulatory report — it times out on generation. Moderate impact, we'd like this fixed soon.",Reporting,Medium
TK107531,ACC102481,2026-05-27,Trade TRD95474 failed to settle and is stuck in pending status. This is blocking all trading and needs an urgent fix.,Settlement,Critical
TK107532,ACC102482,2026-05-16,Several settlements missed the cutoff window yesterday. This is blocking all trading and needs an urgent fix. This is impacting our team.,Settlement,Critical
TK107533,ACC102482,2026-06-19,"Dark mode makes several fields unreadable. Moderate impact, we'd like this fixed soon.",UI/Usability,Medium
TK107534,ACC102482,2026-04-17,Settlement instruction was rejected with no clear reason. This is seriously impacting our desk today. Please advise urgently.,Settlement,High
TK107535,ACC102482,2026-04-25,Webhook events stopped firing after we rotated our API keys. Not urgent but it keeps recurring. Second time reporting this.,API/Integration,Medium
TK107536,ACC102482,2026-04-28,FX rates in the app don't match our custodian's rates. It's affecting multiple users right now.,Data Accuracy,High
TK107537,ACC102483,2026-07-03,Trade TRD59040 failed to settle and is stuck in pending status. Production is down for us — critical impact. This is impacting our team.,Settlement,Critical
TK107538,ACC102483,2026-05-26,"Reconciliation break between our ledger and your settlement report for 02/06. High priority, please escalate.",Reconciliation,High
TK107539,ACC102484,2026-04-29,Exported report totals don't tie out to the dashboard figures. It's affecting multiple users right now.,Reporting,High
TK107540,ACC102484,2026-07-01,Several settlements missed the cutoff window yesterday. We cannot operate until this is resolved. Second time reporting this.,Settlement,Critical
TK107541,ACC102484,2026-05-05,Data migration during onboarding dropped several historical trades. Not urgent but it keeps recurring. This is impacting our team.,Onboarding,Medium
TK107542,ACC102484,2026-05-11,Latency spikes make the blotter unusable at peak hours. This is blocking all trading and needs an urgent fix. Please advise urgently.,Performance,Critical
TK107543,ACC102484,2026-05-31,The daily P&L export is missing columns since the last release. No rush on this one. Happy to jump on a call.,Reporting,Low
TK107544,ACC102485,2026-06-20,"The dashboard takes over 30 seconds to load during market open. High priority, please escalate. Happy to jump on a call.",Performance,High
TK107545,ACC102485,2026-06-20,The daily P&L export is missing columns since the last release. It's affecting multiple users right now. Second time reporting this.,Reporting,High
TK107546,ACC102485,2026-06-14,"Several settlements missed the cutoff window yesterday. Minor issue, low priority. Any update would help.",Settlement,Low
TK107547,ACC102485,2026-05-02,"Webhook events stopped firing after we rotated our API keys. Moderate impact, we'd like this fixed soon. Any update would help.",API/Integration,Medium
TK107548,ACC102487,2026-06-25,"Latency spikes make the blotter unusable at peak hours. High priority, please escalate. Please advise urgently.",Performance,High
TK107549,ACC102487,2026-07-12,Recon job flagged 9 unmatched trades again this morning. Production is down for us — critical impact. This is impacting our team.,Reconciliation,Critical
TK107550,ACC102487,2026-07-12,"The daily P&L export is missing columns since the last release. Moderate impact, we'd like this fixed soon. Happy to jump on a call.",Reporting,Medium
TK107551,ACC102488,2026-05-30,End-of-day balances don't match after recon — we're off by $294k. We cannot operate until this is resolved.,Reconciliation,Critical
TK107552,ACC102488,2026-06-16,FX rates in the app don't match our custodian's rates. Production is down for us — critical impact.,Data Accuracy,Critical
TK107553,ACC102488,2026-06-29,Billing shows Enterprise tier but we're on Growth. This is seriously impacting our desk today. Any update would help.,Billing,High
TK107554,ACC102489,2026-06-02,Reconciliation break between our ledger and your settlement report for 20/10. This is seriously impacting our desk today. Please advise urgently.,Reconciliation,High
TK107555,ACC102489,2026-04-23,Can't schedule the regulatory report — it times out on generation. This is seriously impacting our desk today.,Reporting,High
TK107556,ACC102489,2026-06-02,"Latency spikes make the blotter unusable at peak hours. Minor issue, low priority.",Performance,Low
TK107557,ACC102489,2026-06-26,Latency spikes make the blotter unusable at peak hours. This is blocking all trading and needs an urgent fix. Happy to jump on a call.,Performance,Critical
TK107558,ACC102489,2026-06-14,"End-of-day balances don't match after recon — we're off by $594k. High priority, please escalate.",Reconciliation,High
TK107559,ACC102489,2026-05-04,The dashboard takes over 30 seconds to load during market open. Not urgent but it keeps recurring. Second time reporting this.,Performance,Medium
TK107560,ACC102490,2026-05-16,"The daily P&L export is missing columns since the last release. Moderate impact, we'd like this fixed soon. This is impacting our team.",Reporting,Medium
TK107561,ACC102490,2026-05-25,"Filters reset every time we change tabs, it's frustrating. Moderate impact, we'd like this fixed soon. Any update would help.",UI/Usability,Medium
TK107562,ACC102490,2026-05-18,Can't schedule the regulatory report — it times out on generation. It's affecting multiple users right now. Please advise urgently.,Reporting,High
TK107563,ACC102490,2026-07-04,"Recon job flagged 31 unmatched trades again this morning. Moderate impact, we'd like this fixed soon. Please advise urgently.",Reconciliation,Medium
TK107564,ACC102490,2026-05-11,Dark mode makes several fields unreadable. Not urgent but it keeps recurring.,UI/Usability,Medium
TK107565,ACC102491,2026-04-21,"Latency spikes make the blotter unusable at peak hours. Moderate impact, we'd like this fixed soon.",Performance,Medium
TK107566,ACC102491,2026-06-29,"Filters reset every time we change tabs, it's frustrating. Just a nice-to-have improvement. Please advise urgently.",UI/Usability,Low
TK107567,ACC102492,2026-06-16,MFA lockout is blocking half our desk this morning. Disrupting our workflow but we have a workaround.,Access/Permissions,Medium
TK107568,ACC102492,2026-05-16,The REST API rate limit is blocking our overnight batch sync. Disrupting our workflow but we have a workaround.,API/Integration,Medium
TK107569,ACC102492,2026-05-06,Exported report totals don't tie out to the dashboard figures. It's affecting multiple users right now. This is impacting our team.,Reporting,High
TK107570,ACC102492,2026-05-15,"Position quantities are wrong after the corporate action. Moderate impact, we'd like this fixed soon. This is impacting our team.",Data Accuracy,Medium
TK107571,ACC102492,2026-06-10,Reconciliation break between our ledger and your settlement report for 18/03. Production is down for us — critical impact. Any update would help.,Reconciliation,Critical
TK107572,ACC102492,2026-04-25,"Trade TRD86275 failed to settle and is stuck in pending status. High priority, please escalate.",Settlement,High
TK107573,ACC102493,2026-05-14,Latency spikes make the blotter unusable at peak hours. It's affecting multiple users right now. Second time reporting this.,Performance,High
TK107574,ACC102493,2026-06-01,End-of-day balances don't match after recon — we're off by $890k. This is blocking all trading and needs an urgent fix. Second time reporting this.,Reconciliation,Critical
TK107575,ACC102493,2026-07-12,End-of-day balances don't match after recon — we're off by $697k. This is blocking all trading and needs an urgent fix. Please advise urgently.,Reconciliation,Critical
TK107576,ACC102493,2026-06-16,The REST API rate limit is blocking our overnight batch sync. Not urgent but it keeps recurring.,API/Integration,Medium
TK107577,ACC102494,2026-04-28,Trade TRD52948 failed to settle and is stuck in pending status. This is seriously impacting our desk today. Second time reporting this.,Settlement,High
TK107578,ACC102494,2026-05-11,Billing shows Enterprise tier but we're on Growth. It's affecting multiple users right now. This is impacting our team.,Billing,High
TK107579,ACC102495,2026-06-18,New user setup is confusing — we can't complete account configuration. No rush on this one. Second time reporting this.,Onboarding,Low
TK107580,ACC102495,2026-06-03,Trade TRD18689 failed to settle and is stuck in pending status. This is blocking all trading and needs an urgent fix.,Settlement,Critical
TK107581,ACC102495,2026-07-04,FX rates in the app don't match our custodian's rates. It's affecting multiple users right now. Happy to jump on a call.,Data Accuracy,High
TK107582,ACC102495,2026-05-27,"The daily P&L export is missing columns since the last release. High priority, please escalate. This is impacting our team.",Reporting,High
TK107583,ACC102496,2026-05-06,Reconciliation break between our ledger and your settlement report for 17/11. This is blocking all trading and needs an urgent fix. Happy to jump on a call.,Reconciliation,Critical
TK107584,ACC102496,2026-06-26,Recon job flagged 27 unmatched trades again this morning. This is seriously impacting our desk today. Please advise urgently.,Reconciliation,High
TK107585,ACC102496,2026-06-25,"Position quantities are wrong after the corporate action. High priority, please escalate.",Data Accuracy,High
TK107586,ACC102497,2026-05-25,"End-of-day balances don't match after recon — we're off by $670k. High priority, please escalate. Any update would help.",Reconciliation,High
TK107587,ACC102497,2026-05-05,FX rates in the app don't match our custodian's rates. Production is down for us — critical impact. Second time reporting this.,Data Accuracy,Critical
TK107588,ACC102499,2026-05-09,"Webhook events stopped firing after we rotated our API keys. Minor issue, low priority. Any update would help.",API/Integration,Low
TK107589,ACC102499,2026-06-19,Trade TRD67740 failed to settle and is stuck in pending status. This is seriously impacting our desk today.,Settlement,High
TK107590,ACC102499,2026-04-18,The dashboard takes over 30 seconds to load during market open. Disrupting our workflow but we have a workaround.,Performance,Medium
TK107591,ACC102499,2026-06-02,Our API integration returns 500 errors on the positions endpoint. No rush on this one.,API/Integration,Low
TK107592,ACC102500,2026-06-04,FX rates in the app don't match our custodian's rates. This is blocking all trading and needs an urgent fix. Please advise urgently.,Data Accuracy,Critical
TK107593,ACC102500,2026-05-15,Settlement instruction was rejected with no clear reason. This is blocking all trading and needs an urgent fix.,Settlement,Critical
TK107594,ACC102500,2026-06-02,Latency spikes make the blotter unusable at peak hours. Not urgent but it keeps recurring.,Performance,Medium
TK107595,ACC102500,2026-04-24,Query performance has degraded badly this week. We cannot operate until this is resolved. Happy to jump on a call.,Performance,Critical
TK107596,ACC102501,2026-04-25,Latency spikes make the blotter unusable at peak hours. Disrupting our workflow but we have a workaround. This is impacting our team.,Performance,Medium
TK107597,ACC102502,2026-05-04,Pricing feed shows stale marks for several instruments. This is seriously impacting our desk today. Happy to jump on a call.,Data Accuracy,High
TK107598,ACC102502,2026-05-05,"Webhook events stopped firing after we rotated our API keys. Minor issue, low priority. Second time reporting this.",API/Integration,Low
TK107599,ACC102502,2026-05-05,Several settlements missed the cutoff window yesterday. It's affecting multiple users right now. Any update would help.,Settlement,High
TK107600,ACC102503,2026-05-06,Exported report totals don't tie out to the dashboard figures. Just a nice-to-have improvement. Happy to jump on a call.,Reporting,Low
TK107601,ACC102503,2026-06-15,"Data migration during onboarding dropped several historical trades. Moderate impact, we'd like this fixed soon.",Onboarding,Medium
TK107602,ACC102503,2026-05-12,"Trade TRD55183 failed to settle and is stuck in pending status. Moderate impact, we'd like this fixed soon. Happy to jump on a call.",Settlement,Medium
TK107603,ACC102504,2026-07-10,Our API integration returns 500 errors on the positions endpoint. It's affecting multiple users right now.,API/Integration,High
TK107604,ACC102505,2026-06-19,"End-of-day balances don't match after recon — we're off by $292k. Moderate impact, we'd like this fixed soon. This is impacting our team.",Reconciliation,Medium
TK107605,ACC102505,2026-06-11,Reconciliation break between our ledger and your settlement report for 06/02. It's affecting multiple users right now.,Reconciliation,High
TK107606,ACC102505,2026-04-23,"Can't schedule the regulatory report — it times out on generation. High priority, please escalate.",Reporting,High
TK107607,ACC102505,2026-04-17,"Can't schedule the regulatory report — it times out on generation. Moderate impact, we'd like this fixed soon. Any update would help.",Reporting,Medium
TK107608,ACC102506,2026-05-16,"Filters reset every time we change tabs, it's frustrating. No rush on this one. Happy to jump on a call.",UI/Usability,Low
TK107609,ACC102507,2026-06-26,The new layout hides the export button — very hard to find. No rush on this one. Please advise urgently.,UI/Usability,Low
TK107610,ACC102508,2026-06-10,Position quantities are wrong after the corporate action. We cannot operate until this is resolved. Please advise urgently.,Data Accuracy,Critical
TK107611,ACC102508,2026-05-08,Data migration during onboarding dropped several historical trades. No rush on this one. Please advise urgently.,Onboarding,Low
TK107612,ACC102508,2026-06-09,Can't schedule the regulatory report — it times out on generation. Not urgent but it keeps recurring. Happy to jump on a call.,Reporting,Medium
TK107613,ACC102509,2026-06-23,Can't schedule the regulatory report — it times out on generation. Disrupting our workflow but we have a workaround.,Reporting,Medium
TK107614,ACC102509,2026-06-21,Several settlements missed the cutoff window yesterday. Production is down for us — critical impact.,Settlement,Critical
TK107615,ACC102510,2026-06-24,MFA lockout is blocking half our desk this morning. Disrupting our workflow but we have a workaround. Any update would help.,Access/Permissions,Medium
TK107616,ACC102510,2026-05-30,"Reconciliation break between our ledger and your settlement report for 07/05. High priority, please escalate. Second time reporting this.",Reconciliation,High
TK107617,ACC102510,2026-06-02,Our API integration returns 500 errors on the positions endpoint. This is seriously impacting our desk today. This is impacting our team.,API/Integration,High
TK107618,ACC102512,2026-07-11,Data migration during onboarding dropped several historical trades. Disrupting our workflow but we have a workaround. Second time reporting this.,Onboarding,Medium
TK107619,ACC102512,2026-06-04,"Several settlements missed the cutoff window yesterday. High priority, please escalate. This is impacting our team.",Settlement,High
TK107620,ACC102512,2026-05-12,The dashboard takes over 30 seconds to load during market open. Not urgent but it keeps recurring. Second time reporting this.,Performance,Medium
TK107621,ACC102512,2026-05-18,"FX rates in the app don't match our custodian's rates. High priority, please escalate.",Data Accuracy,High
TK107622,ACC102513,2026-04-22,Latency spikes make the blotter unusable at peak hours. Disrupting our workflow but we have a workaround.,Performance,Medium
TK107623,ACC102513,2026-05-18,A user can see accounts they shouldn't have permission to view. This is blocking all trading and needs an urgent fix. Please advise urgently.,Access/Permissions,Critical
TK107624,ACC102513,2026-07-02,Can't schedule the regulatory report — it times out on generation. It's affecting multiple users right now.,Reporting,High
TK107625,ACC102514,2026-05-06,Exported report totals don't tie out to the dashboard figures. No rush on this one. This is impacting our team.,Reporting,Low
TK107626,ACC102514,2026-07-05,This month's invoice double-charged us for seats we removed. It's affecting multiple users right now. This is impacting our team.,Billing,High
TK107627,ACC102514,2026-04-17,Position quantities are wrong after the corporate action. This is seriously impacting our desk today.,Data Accuracy,High
TK107628,ACC102514,2026-05-14,MFA lockout is blocking half our desk this morning. Disrupting our workflow but we have a workaround. Second time reporting this.,Access/Permissions,Medium
TK107629,ACC102515,2026-05-17,This month's invoice double-charged us for seats we removed. Just a nice-to-have improvement.,Billing,Low
TK107630,ACC102515,2026-07-05,"Onboarding docs don't match the current UI, we're stuck at SSO setup. High priority, please escalate. Happy to jump on a call.",Onboarding,High
TK107631,ACC102517,2026-06-21,FX rates in the app don't match our custodian's rates. Not urgent but it keeps recurring.,Data Accuracy,Medium
